"Date","Description","Original Description","Amount","Transaction Type","Category","Account Name","Labels","Notes"
"6/09/2020"," INST XFER~ Future Amount: 45 ~ Tran: ACHDW","PAYPAL INST XFER~ Future Amount: 45 ~ Tran: ACHDW","45.00","debit","Transfer","Interest Checking","",""
"6/07/2020","Wal-Mart","WAL-MART SC - #1294 MARION IN","23.31","debit","Groceries","Discover","",""
"6/07/2020","Taco Bell","TACO BELL 023140 GAS CITY IN","7.48","debit","Fast Food","Discover","",""
"6/07/2020","Timothy's","Timothy Swanson","45.00","debit","Coffee Shops","PayPal Account","",""
"6/06/2020","Goodwill Industries","GOODWILL STORE 46 MARI MARION IN","21.00","debit","Shopping","Discover","",""
"6/06/2020","Wal-Mart","WAL-MART SC - #1294 MARION IN","26.62","debit","Shopping","Discover","",""
"6/03/2020","TAYLOR UNIV PAYMENTS","TAYLOR UNIV PAYMENTS","100.00","debit","Tuition","Interest Checking","",""
"6/03/2020","TAYLOR UNIV PAYMENTS","TAYLOR UNIV PAYMENTS","480.00","debit","Tuition","Online Savings Account","",""
"6/02/2020"," TRANSFER","PAYPAL TRANSFER","47.53","credit","Transfer","Interest Checking","",""
"6/01/2020","ALLY BANK","ALLY BANK","47.53","debit","Transfer","PayPal Account","",""
"6/01/2020","APPLECARD GSBANK PAYMENT","APPLECARD GSBANK PAYMENT","1044.38","debit","Credit Card Payment","Online Savings Account","",""
"5/30/2020","Timothy Swanson","Timothy Swanson","47.53","credit","Income","PayPal Account","",""
"5/24/2020","Goodwill Industries","GOODWILL STORE 46 MARI MARION IN","23.00","debit","Shopping","Discover","",""
"5/24/2020","Wal-Mart","WAL-MART SC - #1294 MARION IN","114.15","debit","Shopping","Discover","",""
"5/24/2020","Wal-Mart","WAL-MART SC - #1294 MARION IN","51.40","debit","Shopping","Discover","",""
"5/23/2020","American Airlines","AMERICANAIR0010286168877 DALLAS TX","30.00","debit","Air Travel","Discover","",""
"5/22/2020","TST* POSADOS CAFE - MERC TYLER TX","TST* POSADOS CAFE - MERC TYLER TX","19.47","debit","Restaurants","Discover","",""
"5/18/2020","DISCOVER E-PAYMENT","DISCOVER E-PAYMENT","231.64","debit","Credit Card Payment","Online Savings Account","",""
"5/15/2020","American Airlines","AMERICAN AIRLINES FT WORTH TX","148.10","debit","Air Travel","Discover","",""
"5/15/2020","Directpay Full Balance","DIRECTPAY FULL BALANCE","231.64","credit","Credit Card Payment","Discover","",""
"5/15/2020","TAYLOR UNIVERSIT PAYROLL~ Future Amount: 36.4 ~ Tran: DDIR","TAYLOR UNIVERSIT PAYROLL~ Future Amount: 36.4 ~ Tran: DDIR","36.40","credit","Paycheck","Online Savings Account","",""
"5/15/2020","eCheck Deposit","eCheck Deposit","300.00","credit","Income","Online Savings Account","",""
"5/10/2020","Interest Paid","Interest Paid","3.77","credit","Interest Income","Online Savings Account","",""
"5/10/2020","Interest Paid","Interest Paid","0.01","credit","Interest Income","Interest Checking","",""
"5/10/2020","Good Grades Reward","GOOD GRADES REWARD","20.00","credit","Credit Card Payment","Discover","",""
"5/01/2020","APPLECARD GSBANK PAYMENT~ Future Amount: 63.94 ~ Tran: ACHDW","APPLECARD GSBANK PAYMENT~ Future Amount: 63.94 ~ Tran: ACHDW","63.94","debit","Credit Card Payment","Online Savings Account","",""
"5/01/2020","TAYLOR UNIVERSIT PAYROLL~ Future Amount: 36.4 ~ Tran: DDIR","TAYLOR UNIVERSIT PAYROLL~ Future Amount: 36.4 ~ Tran: DDIR","36.40","credit","Paycheck","Online Savings Account","",""
"5/01/2020","Amazon","AMZN MKTP US*TE0WC1GD3 AMZN.COM/BILLWA66BH23PPT4E","38.94","debit","Shopping","Discover","",""
"4/20/2020","Venmo","VENMO 8558124430 NY US","8.00","debit","Transfer","Interest Checking","",""
"4/17/2020","TAYLOR UNIVERSIT PAYROLL~ Future Amount: 83.78 ~ Tran: DDIR","TAYLOR UNIVERSIT PAYROLL~ Future Amount: 83.78 ~ Tran: DDIR","83.78","credit","Paycheck","Online Savings Account","",""
"4/16/2020","DISCOVER E-PAYMENT","DISCOVER E-PAYMENT","31.91","debit","Credit Card Payment","Online Savings Account","",""
"4/15/2020","Directpay Full Balance","DIRECTPAY FULL BALANCE","31.91","credit","Credit Card Payment","Discover","",""
"4/14/2020","Amazon","AMAZON.COM*OE76B0VO3 AMZN.COM/BILLWA3SGUO785UVM","140.71","debit","Shopping","Discover","",""
"4/10/2020","Interest Paid","Interest Paid","1.86","credit","Interest Income","Online Savings Account","",""
"4/10/2020","Interest Paid","Interest Paid","0.02","credit","Interest Income","Interest Checking","",""
"4/07/2020","Taylor Univ Payments","TAYLOR UNIV PAYMENTS","1900.00","credit","Income","Online Savings Account","",""
"4/02/2020","Amazon","AMZN DIGITAL*WH7YW4DO3 888-802-3080 WA7CUQZWZ3PHA","9.37","debit","Shopping","Discover","",""
"4/01/2020","APPLECARD GSBANK PAYMENT~ Future Amount: 80.99 ~ Tran: ACHDW","APPLECARD GSBANK PAYMENT~ Future Amount: 80.99 ~ Tran: ACHDW","80.99","debit","Credit Card Payment","Online Savings Account","",""
"3/30/2020","TAYLOR UNIV PAYMENTS","TAYLOR UNIV PAYMENTS","33.88","debit","Tuition","Interest Checking","",""
"3/25/2020","Venmo","VENMO 8558124430 NY US","5.00","debit","Transfer","Interest Checking","",""
"3/24/2020","American Airlines","AMERICANAIR0010285746081 DALLAS TX","30.00","debit","Air Travel","Discover","",""
"3/24/2020","Pilot Travel Center","PILOT 00437 WILLIAMSBURG KY","17.16","debit","Gas & Fuel","Discover","",""
"3/20/2020","American Airlines","American Airlines","34.40","debit","Air Travel","PayPal Account","",""
"3/20/2020","American Airlines","PP*AMERICANAIR 402-935-7733 CA","34.40","debit","Air Travel","Discover","",""
"3/20/2020","TAYLOR UNIVERSIT PAYROLL~ Future Amount: 38.67 ~ Tran: DDIR","TAYLOR UNIVERSIT PAYROLL~ Future Amount: 38.67 ~ Tran: DDIR","38.67","credit","Paycheck","Online Savings Account","",""
"3/18/2020","Fresh Market","NEEDLERS FRESH MARKET ELWOOD IN","31.91","debit","Groceries","Discover","",""
"3/16/2020","DISCOVER E-PAYMENT","DISCOVER E-PAYMENT","203.62","debit","Credit Card Payment","Online Savings Account","",""
"3/15/2020","Directpay Full Balance","DIRECTPAY FULL BALANCE","203.62","credit","Credit Card Payment","Discover","",""
"3/10/2020","Interest Paid","Interest Paid","1.74","credit","Interest Income","Online Savings Account","",""
"3/10/2020","Interest Paid","Interest Paid","0.02","credit","Interest Income","Interest Checking","",""
"3/08/2020","Venmo","VENMO 8558124430 NY US","10.00","debit","Transfer","Interest Checking","",""
"3/06/2020","TAYLOR UNIVERSIT PAYROLL~ Future Amount: 36.4 ~ Tran: DDIR","TAYLOR UNIVERSIT PAYROLL~ Future Amount: 36.4 ~ Tran: DDIR","36.40","credit","Paycheck","Online Savings Account","",""
"3/04/2020","Venmo","VENMO 8558124430 NY US","7.00","debit","Transfer","Interest Checking","",""
"3/02/2020","APPLECARD GSBANK PAYMENT","APPLECARD GSBANK PAYMENT","8.04","debit","Credit Card Payment","Online Savings Account","",""
"2/21/2020","TAYLOR UNIVERSIT PAYROLL~ Future Amount: 36.4 ~ Tran: DDIR","TAYLOR UNIVERSIT PAYROLL~ Future Amount: 36.4 ~ Tran: DDIR","36.40","credit","Paycheck","Online Savings Account","",""
"2/18/2020","DISCOVER E-PAYMENT","DISCOVER E-PAYMENT","116.94","debit","Credit Card Payment","Online Savings Account","",""
"2/15/2020","Directpay Full Balance","DIRECTPAY FULL BALANCE","116.94","credit","Credit Card Payment","Discover","",""
"2/13/2020","Amazon","AMZN DIGITAL*1Z5203JL3 888-802-3080 WA6SC2K9AM471","5.19","debit","Shopping","Discover","",""
"2/10/2020","Interest Paid","Interest Paid","0.01","credit","Interest Income","Interest Checking","",""
"2/10/2020","Interest Paid","Interest Paid","2.00","credit","Interest Income","Online Savings Account","",""
"2/10/2020","Internal Revenue Service","IRS  TREAS 310 TAX REF~ Future Amount: 203 ~ Tran: DDIR","203.00","credit","Federal Tax","Interest Checking","",""
"2/05/2020","Amazon","AMZN MKTP US*LI5869E83 AMZN.COM/BILLWAKJN2S93B9JK","21.34","debit","Shopping","Discover","",""
"2/04/2020","Amazon","AMZN DIGITAL*4K5N64SO3 888-802-3080 WA4YRMOQNOQFK","17.31","debit","Shopping","Discover","",""
"2/04/2020","DOR 40ES INTAX 001212991231990131201709","DOR 40ES INTAX 001212991231990131201709","150.00","debit","State Tax","Interest Checking","",""
"2/03/2020","iTunes","Payment to iTunes and App Store","1.75","debit","Music","PayPal Account","",""
"2/03/2020","Amazon","AMZN DIGITAL*FI8UP7553 888-802-3080 WA49E7OBEWZCK","10.81","debit","Shopping","Discover","",""
"2/03/2020","Amazon","AMZN DIGITAL*J01ZX8ME3 888-802-3080 WA29BH4ET3UFW","42.42","debit","Shopping","Discover","",""
"2/03/2020","Apple","PP*APPLE.COM/BILL 402-935-7733 CA","1.75","debit","Electronics & Software","Discover","",""
"2/03/2020","APPLECARD GSBANK PAYMENT~ Future Amount: 27.95 ~ Tran: ACHDW","APPLECARD GSBANK PAYMENT~ Future Amount: 27.95 ~ Tran: ACHDW","27.95","debit","Credit Card Payment","Online Savings Account","",""
"2/02/2020","Amazon","AMZN MKTP US*K613A9KO3 AMZN.COM/BILLWA6WXRZJG5HLN","41.06","debit","Shopping","Discover","",""
"2/02/2020","Amazon","AMZN MKTP US*MT9ZM1YP3 AMZN.COM/BILLWA1W6X3WNMQ6M","37.43","debit","Shopping","Discover","",""
"2/01/2020","Alexander","SQ *ALEXANDER'S ON THE NOBLESVILLE IN0002305843012","6.31","debit","Business Services","Discover","",""
"1/31/2020","Internet transfer from Online Savings account","Internet transfer from Online Savings account XXXXXX2593","30.00","credit","Transfer","Interest Checking","",""
"1/31/2020","Internet transfer to Interest Checking account","Internet transfer to Interest Checking account XXXXXX9870","30.00","debit","Transfer","Online Savings Account","",""
"1/25/2020","Perry","SQ *PERRY'S ARCHERY CE HARTFORD CITYIN000115292150","20.00","debit","Service & Parts","Discover","",""
"1/24/2020","TAYLOR UNIVERSIT PAYROLL~ Future Amount: 36 ~ Tran: DDIR","TAYLOR UNIVERSIT PAYROLL~ Future Amount: 36 ~ Tran: DDIR","36.00","credit","Paycheck","Online Savings Account","",""
"1/16/2020","DISCOVER E-PAYMENT","DISCOVER E-PAYMENT","97.38","debit","Credit Card Payment","Online Savings Account","",""
"1/15/2020","Directpay Full Balance","DIRECTPAY FULL BALANCE","97.38","credit","Credit Card Payment","Discover","",""
"1/12/2020","Ivanhoes Inc","IVANHOES INC UPLAND IN","5.94","debit","Fast Food","Discover","",""
"1/10/2020","Interest Paid","Interest Paid","0.01","credit","Interest Income","Interest Checking","",""
"1/10/2020","Interest Paid","Interest Paid","5.36","credit","Interest Income","Online Savings Account","",""
"1/06/2020","Amazon","AMZN DIGITAL*KS3KJ5CN3 888-802-3080 WABJPAT48QD6P","32.46","debit","Shopping","Discover","",""
"1/06/2020","Amazon Kindle","KINDLE SVCS*B442I5SP3 866-321-8851 WA5SFXWUWYI32","7.57","debit","Books","Discover","",""
"1/06/2020"," INST XFER","PAYPAL INST XFER","14.00","debit","Transfer","Interest Checking","",""
"1/05/2020","Amazon","AMZN DIGITAL*QF8N80313 888-802-3080 WA2CN7HRH60CY","12.98","debit","Shopping","Discover","",""
"1/04/2020","Timothy's","Payment to Timothy Swanson","14.00","debit","Coffee Shops","PayPal Account","",""
"1/03/2020","TAYLOR UNIV PAYMENTS","TAYLOR UNIV PAYMENTS","3002.20","debit","Tuition","Online Savings Account","",""
"1/02/2020","APPLECARD GSBANK PAYMENT~ Future Amount: 184.56 ~ Tran: ACHD","APPLECARD GSBANK PAYMENT~ Future Amount: 184.56 ~ Tran: ACHD","184.56","debit","Credit Card Payment","Online Savings Account","",""
"12/23/2019","eCheck Deposit","eCheck Deposit","50.00","credit","Income","Online Savings Account","",""
"12/23/2019","eCheck Deposit","eCheck Deposit","50.00","credit","Income","Online Savings Account","",""
"12/21/2019","Wal-Mart","WALMART.COM 8009666546 800-966-6546 AR","12.45","debit","Shopping","Discover","",""
"12/21/2019","Wal-Mart","WAL-MART SC - #0827 CANTON TX","45.54","debit","Shopping","Discover","",""
"12/20/2019","Venmo","VENMO 8558124430 NY US","10.00","debit","Transfer","Interest Checking","",""
"12/16/2019","Wal-Mart","WAL-MART SC - #1044 TYLER TX","16.06","debit","Shopping","Discover","",""
"12/16/2019","Hobby Lobby","HOBBY-LOBBY #0031 TYLER TX","14.51","debit","Hobbies","Discover","",""
"12/16/2019","Raising Cane's","RAISING CANE'S #129 TYLER TX","6.64","debit","Fast Food","Discover","",""
"12/16/2019","Wal-Mart","WAL-MART SC - #1044 TYLER TX","5.13","debit","Shopping","Discover","",""
"12/16/2019","DISCOVER E-PAYMENT","DISCOVER E-PAYMENT","114.13","debit","Credit Card Payment","Online Savings Account","",""
"12/15/2019","Directpay Full Balance","DIRECTPAY FULL BALANCE","114.13","credit","Credit Card Payment","Discover","",""
"12/13/2019","TAYLOR UNIVERSIT PAYROLL~ Future Amount: 52.43 ~ Tran: DDIR","TAYLOR UNIVERSIT PAYROLL~ Future Amount: 52.43 ~ Tran: DDIR","52.43","credit","Paycheck","Online Savings Account","",""
"12/12/2019","Google","Payment to Google","5.30","debit","Advertising","PayPal Account","",""
"12/11/2019","Google","PP*GOOGLE YOUTUBE TVOD 402-935-7733 CA","5.30","debit","Advertising","Discover","",""
"12/11/2019","Dollar General","DOLLAR GENERAL #19589 UPLAND IN","19.26","debit","Shopping","Discover","",""
"12/11/2019","DOLLARSMART UPLAND IN","DOLLARSMART UPLAND IN","2.35","debit","Restaurants","Discover","",""
"12/11/2019","eCheck Deposit","eCheck Deposit","20.00","credit","Income","Interest Checking","",""
"12/10/2019","Interest Paid","Interest Paid","6.32","credit","Interest Income","Online Savings Account","",""
"12/10/2019","Interest Paid","Interest Paid","0.01","credit","Interest Income","Interest Checking","",""
"12/02/2019","APPLECARD GSBANK PAYMENT","APPLECARD GSBANK PAYMENT","13.55","debit","Credit Card Payment","Online Savings Account","",""
"12/01/2019","Amazon","AMZN MKTP US*6H75B6DJ3 AMZN.COM/BILLWAMT3EO3LGR2V","28.13","debit","Shopping","Discover","",""
"11/29/2019","TAYLOR UNIVERSIT PAYROLL~ Future Amount: 88.13 ~ Tran: DDIR","TAYLOR UNIVERSIT PAYROLL~ Future Amount: 88.13 ~ Tran: DDIR","88.13","credit","Paycheck","Online Savings Account","",""
"11/27/2019","Venmo","VENMO 8558124430 NY US","12.00","debit","Transfer","Interest Checking","",""
"11/27/2019","Venmo Cashout","VENMO CASHOUT","7.00","credit","Income","Interest Checking","",""
"11/22/2019","Taylor Universit Invoice","TAYLOR UNIVERSIT INVOICE","325.00","credit","Income","Online Savings Account","",""
"11/18/2019","DISCOVER E-PAYMENT","DISCOVER E-PAYMENT","90.00","debit","Credit Card Payment","Online Savings Account","",""
"11/15/2019","TAYLOR UNIVERSIT PAYROLL~ Future Amount: 78.64 ~ Tran: DDIR","TAYLOR UNIVERSIT PAYROLL~ Future Amount: 78.64 ~ Tran: DDIR","78.64","credit","Paycheck","Online Savings Account","",""
"11/15/2019","Directpay Full Balance","DIRECTPAY FULL BALANCE","90.00","credit","Credit Card Payment","Discover","",""
"11/11/2019","Venmo","VENMO 8558124430 NY US","4.00","debit","Transfer","Interest Checking","",""
"11/10/2019","Interest Paid","Interest Paid","6.42","credit","Interest Income","Online Savings Account","",""
"11/10/2019","Interest Paid","Interest Paid","0.01","credit","Interest Income","Interest Checking","",""
"11/09/2019","Pizza Hut","PIZZA HUT 7263 DEMOTTE IN","28.32","debit","Fast Food","Discover","",""
"11/02/2019","Wal-Mart","WAL-MART SC - #1294 MARION IN","21.36","debit","Shopping","Discover","",""
"11/01/2019","TAYLOR UNIVERSIT PAYROLL~ Future Amount: 116.31 ~ Tran: DDIR","TAYLOR UNIVERSIT PAYROLL~ Future Amount: 116.31 ~ Tran: DDIR","116.31","credit","Paycheck","Online Savings Account","",""
"11/01/2019","APPLECARD GSBANK PAYMENT~ Future Amount: 19.37 ~ Tran: ACHDW","APPLECARD GSBANK PAYMENT~ Future Amount: 19.37 ~ Tran: ACHDW","19.37","debit","Credit Card Payment","Online Savings Account","",""
"10/21/2019","Wal-Mart","WAL-MART SC - #1294 MARION IN","64.45","debit","Shopping","Discover","",""
"10/18/2019","TAYLOR UNIVERSIT PAYROLL~ Future Amount: 59.94 ~ Tran: DDIR","TAYLOR UNIVERSIT PAYROLL~ Future Amount: 59.94 ~ Tran: DDIR","59.94","credit","Paycheck","Online Savings Account","",""
"10/17/2019","Amtrak","AMTRAK 1800USARAIL DC","90.00","debit","Travel","Discover","",""
"10/16/2019","DISCOVER E-PAYMENT","DISCOVER E-PAYMENT","102.18","debit","Credit Card Payment","Online Savings Account","",""
"10/15/2019","Directpay Full Balance","DIRECTPAY FULL BALANCE","102.18","credit","Credit Card Payment","Discover","",""
"10/10/2019","Interest Paid","Interest Paid","6.78","credit","Interest Income","Online Savings Account","",""
"10/10/2019","ATM Fee Reimbursement","ATM Fee Reimbursement","3.00","credit","ATM Fee","Interest Checking","",""
"10/10/2019","Interest Paid","Interest Paid","0.01","credit","Interest Income","Interest Checking","",""
"10/05/2019","236 W Reade Ave Upland IN US","236 W Reade Ave Upland IN US","63.00","debit","Transfer for Cash Spending","Interest Checking","",""
"10/04/2019","TAYLOR UNIVERSIT PAYROLL~ Future Amount: 60.98 ~ Tran: DDIR","TAYLOR UNIVERSIT PAYROLL~ Future Amount: 60.98 ~ Tran: DDIR","60.98","credit","Paycheck","Online Savings Account","",""
"10/01/2019","APPLECARD GSBANK PAYMENT~ Future Amount: 178.46 ~ Tran: ACHD","APPLECARD GSBANK PAYMENT~ Future Amount: 178.46 ~ Tran: ACHD","178.46","debit","Credit Card Payment","Online Savings Account","",""
"9/23/2019","Internet transfer to Interest Checking account","Internet transfer to Interest Checking account XXXXXX9870","150.00","debit","Transfer","Online Savings Account","",""
"9/23/2019","Internet transfer from Online Savings account","Internet transfer from Online Savings account XXXXXX2593","150.00","credit","Transfer","Interest Checking","",""
"9/20/2019","TAYLOR UNIVERSIT PAYROLL~ Future Amount: 47.98 ~ Tran: DDIR","TAYLOR UNIVERSIT PAYROLL~ Future Amount: 47.98 ~ Tran: DDIR","47.98","credit","Paycheck","Online Savings Account","",""
"9/16/2019","CASH APP*BAILEY MIL 4153753176 CA US","CASH APP*BAILEY MIL 4153753176 CA US","2.00","debit","Fast Food","Interest Checking","",""
"9/16/2019","DISCOVER E-PAYMENT","DISCOVER E-PAYMENT","183.02","debit","Credit Card Payment","Online Savings Account","",""
"9/15/2019","Directpay Full Balance","DIRECTPAY FULL BALANCE","183.02","credit","Credit Card Payment","Discover","",""
"9/10/2019","Interest Paid","Interest Paid","6.91","credit","Interest Income","Online Savings Account","",""
"9/10/2019","Interest Paid","Interest Paid","0.01","credit","Interest Income","Interest Checking","",""
"9/10/2019","ATM Fee Reimbursement","ATM Fee Reimbursement","3.00","credit","ATM Fee","Interest Checking","",""
"9/06/2019","TAYLOR UNIVERSIT PAYROLL~ Future Amount: 158.01 ~ Tran: DDIR","TAYLOR UNIVERSIT PAYROLL~ Future Amount: 158.01 ~ Tran: DDIR","158.01","credit","Paycheck","Online Savings Account","",""
"9/04/2019"," INST XFER","PAYPAL INST XFER","50.00","debit","Transfer","Interest Checking","",""
"9/03/2019","John Soderdahl","Payment to John Soderdahl","50.00","debit","Restaurants","PayPal Account","",""
"9/03/2019"," INST XFER","PAYPAL INST XFER","5.00","debit","Transfer","Interest Checking","",""
"9/03/2019"," INST XFER","PAYPAL INST XFER","20.00","debit","Transfer","Interest Checking","",""
"9/03/2019"," TRANSFER","PAYPAL TRANSFER","52.61","credit","Transfer","Interest Checking","",""
"8/31/2019","Jackson Bonnett","Payment to Jackson Bonnett","20.00","debit","Restaurants","PayPal Account","",""
"8/31/2019","Daniel McHenney","Payment to Daniel McHenney","5.00","debit","Restaurants","PayPal Account","",""
"8/31/2019","Taylor","TAYLOR UNIVE-401285 236 W READE AVE UPLAND IN US","43.00","debit","Business Services","Interest Checking","",""
"8/31/2019","Internet transfer from Online Savings account","Internet transfer from Online Savings account XXXXXX2593","70.00","credit","Transfer","Interest Checking","",""
"8/31/2019","Internet transfer to Interest Checking account","Internet transfer to Interest Checking account XXXXXX9870","70.00","debit","Transfer","Online Savings Account","",""
"8/30/2019","Transfer to Bank Account","Transfer to Bank Account","52.61","debit","Transfer","PayPal Account","",""
"8/27/2019","Pearson Education Inc.","Purchase from Pearson Education, Inc.","75.76","debit","Printing","PayPal Account","",""
"8/26/2019","PEARSONEDUC 402-935-7733 CA","PAYPAL *PEARSONEDUC 402-935-7733 CA","75.76","debit","Books & Supplies","Discover","",""
"8/23/2019","TAYLOR UNIVERSIT PAYROLL~ Future Amount: 621.8 ~ Tran: DDIR","TAYLOR UNIVERSIT PAYROLL~ Future Amount: 621.8 ~ Tran: DDIR","621.80","credit","Paycheck","Online Savings Account","",""
"8/21/2019","Amazon","AMAZON.COM*MA8FM8R90 AMZN.COM/BILLWA10H45840VUX","26.42","debit","Shopping","Discover","",""
"8/19/2019","Timothy Swanson","Payment from Timothy Swanson","31.17","credit","Income","PayPal Account","",""
"8/18/2019","Bill Timothy Swanson","Bill To Timothy Swanson","31.17","credit","Income","PayPal Account","",""
"8/18/2019","Timothy Swanson","Payment from Timothy Swanson","21.44","credit","Income","PayPal Account","",""
"8/18/2019","Bill Timothy Swanson","Bill To Timothy Swanson","21.44","credit","Income","PayPal Account","",""
"8/17/2019","Internet transfer to Online Savings account","Internet transfer to Online Savings account XXXXXX2593","135.22","debit","Transfer","Interest Checking","",""
"8/17/2019","Internet transfer from Interest Checking account","Internet transfer from Interest Checking account XXXXXX9870","135.22","credit","Interest Income","Online Savings Account","",""
"8/16/2019","Amazon","AMZN DIGITAL*MO4PT9CD1 888-802-3080 WA4KJ89OETDF4","62.34","debit","Shopping","Discover","",""
"8/16/2019","Bill Timothy Swanson","Bill To Timothy Swanson","30.55","credit","Income","PayPal Account","",""
"8/16/2019","DISCOVER E-PAYMENT","DISCOVER E-PAYMENT","265.11","debit","Credit Card Payment","Online Savings Account","",""
"8/15/2019","Directpay Full Balance","DIRECTPAY FULL BALANCE","265.11","credit","Credit Card Payment","Discover","",""
"8/13/2019","MAIZAL SOUTH AMERICAN ST ARLINGTON VA","MAIZAL SOUTH AMERICAN ST ARLINGTON VA","13.80","debit","Air Travel","Discover","",""
"8/12/2019"," TRANSFER","PAYPAL TRANSFER","17.83","credit","Transfer","Interest Checking","",""
"8/10/2019","Transfer to Bank Account","Transfer to Bank Account","17.83","debit","Transfer","PayPal Account","",""
"8/10/2019","Interest Paid","Interest Paid","6.59","credit","Interest Income","Online Savings Account","",""
"8/10/2019","Interest Paid","Interest Paid","0.02","credit","Interest Income","Interest Checking","",""
"8/09/2019","TAYLOR UNIVERSIT PAYROLL~ Future Amount: 560.08 ~ Tran: DDIR","TAYLOR UNIVERSIT PAYROLL~ Future Amount: 560.08 ~ Tran: DDIR","560.08","credit","Paycheck","Online Savings Account","",""
"8/08/2019","Bill Timothy Swanson","Bill To Timothy Swanson","17.83","credit","Income","PayPal Account","",""
"8/08/2019","Timothy Swanson","Payment from Timothy Swanson","17.83","credit","Income","PayPal Account","",""
"8/07/2019","DOLLARSMART UPLAND IN","DOLLARSMART UPLAND IN","24.02","debit","Restaurants","Discover","",""
"8/05/2019"," TRANSFER","PAYPAL TRANSFER","14.78","credit","Transfer","Interest Checking","",""
"8/03/2019","Transfer to Bank Account","Transfer to Bank Account","14.78","debit","Transfer","PayPal Account","",""
"8/02/2019","DOLLARSMART UPLAND IN","DOLLARSMART UPLAND IN","17.09","debit","Restaurants","Discover","",""
"8/02/2019","Bill Timothy Swanson","Bill To Timothy Swanson","8.39","credit","Income","PayPal Account","",""
"8/02/2019","Timothy Swanson","Payment from Timothy Swanson","8.39","credit","Income","PayPal Account","",""
"7/30/2019","Timothy Swanson","Payment from Timothy Swanson","8.73","credit","Income","PayPal Account","",""
"7/30/2019","Bill Timothy Swanson","Bill From Timothy Swanson","2.34","credit","Income","PayPal Account","",""
"7/30/2019","Timothy's","Payment to Timothy Swanson","2.34","debit","Coffee Shops","PayPal Account","",""
"7/27/2019","Bill Timothy Swanson","Bill To Timothy Swanson","8.73","credit","Income","PayPal Account","",""
"7/27/2019","Steak 'n Shake","STEAK-N-SHAKE#0290 Q99 MARION INAPPLE PAY ENDING I","9.61","debit","Restaurants","Discover","",""
"7/26/2019","Wal-Mart","WAL-MART SC - #1294 MARION IN","17.82","debit","Shopping","Discover","",""
"7/26/2019","TAYLOR UNIVERSIT PAYROLL~ Future Amount: 804.3 ~ Tran: DDIR","TAYLOR UNIVERSIT PAYROLL~ Future Amount: 804.3 ~ Tran: DDIR","804.30","credit","Paycheck","Online Savings Account","",""
"7/23/2019","TAYLOR UNIV PAYMENTS","TAYLOR UNIV PAYMENTS","1799.00","debit","Tuition","Online Savings Account","",""
"7/22/2019","Amazon","AMZN MKTP US*MA12Z6FG1 AMZN.COM/BILLWA1Z492TA9RHX","38.34","debit","Shopping","Discover","",""
"7/16/2019","DISCOVER E-PAYMENT","DISCOVER E-PAYMENT","62.33","debit","Credit Card Payment","Online Savings Account","",""
"7/15/2019","Directpay Full Balance","DIRECTPAY FULL BALANCE","62.33","credit","Credit Card Payment","Discover","",""
"7/15/2019"," TRANSFER","PAYPAL TRANSFER","127.77","credit","Transfer","Online Savings Account","",""
"7/14/2019","Timothy Swanson","Payment from Timothy Swanson","121.27","credit","Income","PayPal Account","",""
"7/14/2019","Timothy Swanson","Payment from Timothy Swanson","6.50","credit","Income","PayPal Account","",""
"7/14/2019","Transfer to Bank Account","Transfer to Bank Account","127.77","debit","Transfer","PayPal Account","",""
"7/14/2019","Internet transfer to Online Savings account","Internet transfer to Online Savings account XXXXXX2593","347.76","debit","Transfer","Interest Checking","",""
"7/14/2019","Internet transfer from Interest Checking account","Internet transfer from Interest Checking account XXXXXX9870","347.76","credit","Interest Income","Online Savings Account","",""
"7/13/2019","Goodwill Industries","GOODWILL STORE 46 MARI MARION IN","9.61","debit","Shopping","Discover","",""
"7/13/2019","Bill Timothy Swanson","Bill To Timothy Swanson","121.27","credit","Income","PayPal Account","",""
"7/13/2019","Gas City","MICKS FLEA MARKET GAS CITY IN","6.42","debit","Service & Parts","Discover","",""
"7/13/2019","Wal-Mart","WAL-MART SC - #1294 MARION IN","230.63","debit","Shopping","Discover","",""
"7/12/2019","TAYLOR UNIVERSIT PAYROLL~ Future Amount: 193.75 ~ Tran: DDIR","TAYLOR UNIVERSIT PAYROLL~ Future Amount: 193.75 ~ Tran: DDIR","193.75","credit","Paycheck","Online Savings Account","",""
"7/10/2019","Robert Swanson Apple Cash TRANSFER","Robert  Swanson Apple Cash TRANSFER","438.00","credit","Transfer","Interest Checking","",""
"7/10/2019","Interest Paid","Interest Paid","0.01","credit","Interest Income","Interest Checking","",""
"7/10/2019","Interest Paid","Interest Paid","5.89","credit","Interest Income","Online Savings Account","",""
"7/09/2019","AMC","6581 AMC MARION 12 MARION IN","6.49","debit","Movies & DVDs","Discover","",""
"7/08/2019","Venmo","VENMO 8558124430 NY US","25.00","debit","Transfer","Interest Checking","",""
"7/08/2019","VENMO VERIFYBAN","VENMO VERIFYBAN","0.19","debit","Shopping","Interest Checking","",""
"7/08/2019","VENMO VERIFYBAN","VENMO VERIFYBAN","0.33","debit","Shopping","Interest Checking","",""
"7/08/2019","Venmo Verifyban","VENMO VERIFYBAN","0.19","credit","Income","Interest Checking","",""
